ID,east,north,longitude,latitude
120102,147000,122000,-8.77846143254244,52.3474892942454
120103,147000,123000,-8.7786192388264,52.3564749688925
120104,147000,124000,-8.77877712824953,52.365460629453
120105,147000,125000,-8.77893510087012,52.3744462759278
120106,147000,126000,-8.77909315674657,52.3834319083179
120107,147000,127000,-8.7792512959373,52.3924175266241
120108,147000,128000,-8.77940951850079,52.4014031308475
120109,147000,129000,-8.7795678244956,52.410388720989
120110,147000,130000,-8.7797262139803,52.4193742970495
120111,147000,131000,-8.77988468701358,52.42835985903
120112,147000,132000,-8.78004324365411,52.4373454069314
120113,147000,133000,-8.7802018839607,52.4463309407548
120114,147000,134000,-8.78036060799214,52.455316460501
120115,147000,135000,-8.78051941580732,52.464301966171
120116,147000,136000,-8.78067830746519,52.4732874577658
120117,147000,137000,-8.78083728302474,52.4822729352862
120118,147000,138000,-8.780996342545,52.4912583987334
120119,147000,139000,-8.7811554860851,52.5002438481082
120120,147000,140000,-8.7813147137042,52.5092292834117
120121,147000,141000,-8.78147402546152,52.5182147046446
120122,147000,142000,-8.78163342141633,52.5272001118081
120123,147000,143000,-8.78179290162798,52.5361855049031
120124,147000,144000,-8.78195246615585,52.5451708839306
120125,147000,145000,-8.78211211505939,52.5541562488914
120126,147000,146000,-8.78227184839812,52.5631415997867
120127,147000,147000,-8.78243166623159,52.5721269366173
120128,147000,148000,-8.78259156861944,52.5811122593843
120129,147000,149000,-8.78275155562133,52.5900975680885
120130,147000,150000,-8.782911627297,52.599082862731
120131,147000,151000,-8.78307178370626,52.6080681433128
120132,147000,152000,-8.78323202490895,52.6170534098347
120133,147000,153000,-8.78339235096498,52.6260386622979
120134,147000,154000,-8.78355276193433,52.6350239007032
120135,147000,155000,-8.78371325787701,52.6440091250517
120136,147000,156000,-8.78387383885311,52.6529943353443
120137,147000,157000,-8.78403450492278,52.661979531582
120138,147000,158000,-8.78419525614621,52.6709647137658
120139,147000,159000,-8.78435609258366,52.6799498818966
120140,147000,160000,-8.78451701429547,52.6889350359756
120141,147000,161000,-8.78467802134197,52.6979201760035
120142,147000,162000,-8.78483911378363,52.7069053019815
120143,147000,163000,-8.78500029168093,52.7158904139104
120144,147000,164000,-8.78516155509442,52.7248755117914
120145,147000,165000,-8.78532290408471,52.7338605956253
120146,147000,166000,-8.78548433871247,52.7428456654132
120147,147000,167000,-8.78564585903843,52.7518307211561
120148,147000,168000,-8.78580746512337,52.7608157628549
120149,147000,169000,-8.78596915702813,52.7698007905107
120150,147000,170000,-8.78613093481362,52.7787858041243
120151,147000,171000,-8.78629279854081,52.787770803697
120152,147000,172000,-8.78645474827071,52.7967557892296
120153,147000,173000,-8.7866167840644,52.805740760723
120154,147000,174000,-8.78677890598303,52.8147257181784
120155,147000,175000,-8.78694111408779,52.8237106615968
120156,147000,176000,-8.78710340843995,52.8326955909791
120157,147000,177000,-8.78726578910082,52.8416805063263
120158,147000,178000,-8.78742825613178,52.8506654076394
120159,147000,179000,-8.78759080959427,52.8596502949194
120160,147000,180000,-8.78775344954978,52.8686351681674
120161,147000,181000,-8.78791617605987,52.8776200273844
120162,147000,182000,-8.78807898918616,52.8866048725713
120163,147000,183000,-8.78824188899034,52.8955897037291
120164,147000,184000,-8.78840487553412,52.9045745208589
120165,147000,185000,-8.78856794887931,52.9135593239617
120166,147000,186000,-8.78873110908777,52.9225441130385
120167,147000,187000,-8.78889435622141,52.9315288880903
120168,147000,188000,-8.78905769034222,52.9405136491181
120169,147000,189000,-8.78922111151222,52.9494983961229
120170,147000,190000,-8.78938461979353,52.9584831291058
120171,147000,191000,-8.78954821524828,52.9674678480677
120172,147000,192000,-8.78971189793872,52.9764525530097
120173,147000,193000,-8.78987566792711,52.9854372439328
120174,147000,194000,-8.7900395252758,52.9944219208381
120175,147000,195000,-8.79020347004719,53.0034065837265
120176,147000,196000,-8.79036750230373,53.012391232599
120177,147000,197000,-8.79053162210797,53.0213758674567
120178,147000,198000,-8.79069582952247,53.0303604883007
120179,147000,199000,-8.79086012460989,53.0393450951318
120180,147000,200000,-8.79102450743293,53.0483296879513
120181,147000,201000,-8.79118897805435,53.05731426676
120182,147000,202000,-8.791353536537,53.066298831559
120183,147000,203000,-8.79151818294375,53.0752833823494
120184,147000,204000,-8.79168291733756,53.0842679191322
120185,147000,205000,-8.79184773978145,53.0932524419084
120186,147000,206000,-8.79201265033848,53.102236950679
120187,147000,207000,-8.7921776490718,53.1112214454451
120188,147000,208000,-8.79234273604461,53.1202059262077
120189,147000,209000,-8.79250791132016,53.1291903929679
120190,147000,210000,-8.79267317496178,53.1381748457267
120191,147000,211000,-8.79283852703285,53.147159284485
120192,147000,212000,-8.79300396759682,53.1561437092441
120193,147000,213000,-8.79316949671719,53.1651281200048
120194,147000,214000,-8.79333511445754,53.1741125167683
120195,147000,215000,-8.7935008208815,53.1830968995356
